customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,actual_churn,churn_probabaility,predicted_churn,risk_segment,recommended_action,specific_actions,retention_priority,retention_target,tenure_group,churn_status
8988-ECPJR,Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,2718.3,1,0.3877804251980422,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Offer online security bundle,Standard priority,Target,25-48 months,Churned
7677-SJJJK,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,153.95,0,0.0602789904641076,Predicted stay,Low,Standard engagement,Provide proactive onboarding outreach,Not targeted,Not target,7-12 months,Stayed
5850-BDWCY,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,123.65,0,0.155939341055317,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Stayed
2025-JKFWI,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.0,1301.7,1,0.6574151264965014,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Offer online security bundle,High priority,Target,13-24 months,Churned
8028-PNXHQ,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1424.6,0,0.0053539517575175,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
8397-MVTAZ,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3480.0,1,0.6659034168052309,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle,High priority,Target,25-48 months,Churned
4445-ZJNMU,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,918.75,0,0.6978913038882403,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,7-12 months,Stayed
3125-RAHBV,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.3,467.15,0,0.0381762490678178,Predicted stay,Low,Standard engagement,,Not targeted,Not target,13-24 months,Stayed
6682-QJDGB,Male,0,No,Yes,40,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,2139.2,1,0.0687292532304855,Predicted stay,Low,Standard engagement,Offer contract migration incentive,Not targeted,Not target,25-48 months,Churned
8840-DQLGN,Female,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.5,3653.35,1,0.3163979038086234,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive,Not targeted,Not target,25-48 months,Churned
6258-NGCNG,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.5,173.0,0,0.2113827512589061,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Provide proactive onboarding outreach,Not targeted,Not target,7-12 months,Stayed
5917-RYRMG,Male,1,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,587.7,0,0.0280304619588905,Predicted stay,Low,Standard engagement,,Not targeted,Not target,25-48 months,Stayed
7157-SMCFK,Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,0,0.0027940238373304,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
0816-TSPHQ,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,44.2,0,0.1808913487026815,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Stayed
6766-HFKLA,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.2,5744.35,0,0.0903644992487147,Predicted stay,Low,Standard engagement,Offer online security bundle,Not targeted,Not target,45-72 months,Stayed
7067-KSAZT,Female,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.25,6979.8,1,0.2896103561565495,Predicted stay,Moderate,Preventative engagement,Promote automatic payment; Offer online security bundle,Not targeted,Not target,45-72 months,Churned
5155-AZQPB,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.9,1410.25,0,0.1665272492533007,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Offer online security bundle,Not targeted,Not target,25-48 months,Stayed
6890-PFRQX,Male,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,69.5,1199.4,0,0.2418140916490806,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive,Not targeted,Not target,13-24 months,Stayed
3508-VLHCZ,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.55,6239.05,0,0.0120680501746393,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
3649-JPUGY,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.6,6201.95,0,0.0183410919265964,Predicted stay,Low,Standard engagement,Offer online security bundle,Not targeted,Not target,45-72 months,Stayed
9248-OJYKK,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,76.45,1,0.7725902567707543,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,0-6 months,Churned
7239-HZZCX,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,1,0.1975912456796779,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Churned
9860-LISIZ,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,673.2,0,0.0458998712457685,Predicted stay,Low,Standard engagement,Offer contract migration incentive,Not targeted,Not target,25-48 months,Stayed
6979-ZNSFF,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,762.1,1,0.7382093556878652,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,7-12 months,Churned
8938-UMKPI,Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,5127.95,1,0.5265679055127208,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Promote automatic payment; Offer online security bundle,Standard priority,Target,25-48 months,Churned
1820-DJFPH,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.05,1709.15,0,0.0033707981135602,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
0732-OCQOC,Female,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.05,1270.25,0,0.0080913294983488,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
6776-TLWOI,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,64.55,1,0.1821710996313709,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Churned
4940-KHCWD,Female,0,Yes,No,60,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),37.7,2288.7,0,0.0077280345951677,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
9057-SIHCH,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.6,291.9,1,0.8063525018664357,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,0-6 months,Churned
9866-QEVEE,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.45,1,0.5875091973535849,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Offer online security bundle,Standard priority,Target,13-24 months,Churned
5542-TBBWB,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,0,0.7085222745130798,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,0-6 months,Stayed
4587-VVTOX,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,545.2,1,0.769249491101353,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,0-6 months,Churned
6322-HRPFA,Male,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6,2970.3,0,0.0251565304323191,Predicted stay,Low,Standard engagement,Offer contract migration incentive,Not targeted,Not target,45-72 months,Stayed
6284-AHOOQ,Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.5,1910.6,1,0.5225250714615378,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Offer online security bundle,Standard priority,Target,13-24 months,Churned
4530-NDRKU,Female,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.05,761.85,0,0.0273266293888544,Predicted stay,Low,Standard engagement,Promote automatic payment,Not targeted,Not target,25-48 months,Stayed
1751-NCDLI,Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,4564.9,0,0.6343087015110058,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle,High priority,Target,25-48 months,Stayed
3893-JRNFS,Male,0,No,No,68,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.9,2796.35,0,0.0843657722756326,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Offer online security bundle,Not targeted,Not target,45-72 months,Stayed
5857-XRECV,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,38.25,0,0.0747862039234161,Predicted stay,Low,Standard engagement,Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Stayed
3115-CZMZD,Male,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,0.0,0,0.0483674429313879,Predicted stay,Low,Standard engagement,Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Stayed
4489-SNOJF,Female,0,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55,1,0.1364278466748612,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Promote automatic payment,Not targeted,Not target,25-48 months,Churned
1051-GEJLJ,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,27.55,0,0.1886793167061109,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Stayed
3563-SVYLG,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),62.65,4375.8,0,0.0036923102098633,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
4301-VVZKA,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1189.4,0,0.6577801550819028,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle,High priority,Target,13-24 months,Stayed
9351-HXDMR,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.9,8240.85,0,0.0599209855517306,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
5161-XEUVX,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,94.3,3460.95,0,0.1121526048558347,Predicted stay,Low,Standard engagement,Offer online security bundle,Not targeted,Not target,25-48 months,Stayed
3088-FVYWK,Male,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1336.1,0,0.0052261473370343,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
9812-GHVRI,Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.85,3532.25,0,0.3756790715543122,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Offer online security bundle,Standard priority,Target,25-48 months,Stayed
1370-GGAWX,Female,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.15,4408.45,0,0.3114978677610054,Predicted stay,Moderate,Preventative engagement,Promote automatic payment; Offer online security bundle,Not targeted,Not target,25-48 months,Stayed
6023-YEBUP,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.95,329.95,1,0.8106229953535181,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,0-6 months,Churned
9940-RHLFB,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3,1,0.6053617019521458,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,0-6 months,Churned
4541-RMRLG,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,112.3,1,0.2053948334657952,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Promote automatic payment; Provide proactive onboarding outreach,Not targeted,Not target,7-12 months,Churned
2606-RMDHZ,Male,0,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7,1,0.452812961138291,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,Standard priority,Target,0-6 months,Churned
5575-TPIZQ,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.15,4245.55,0,0.326442023779499,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive,Not targeted,Not target,25-48 months,Stayed
9378-FXTIZ,Female,0,Yes,No,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),70.15,3715.65,1,0.1008580511295129,Predicted stay,Low,Standard engagement,Offer online security bundle,Not targeted,Not target,45-72 months,Churned
4631-OACRM,Male,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.4,1156.1,1,0.6936242210816205,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle,High priority,Target,13-24 months,Churned
8593-WHYHV,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.3,264.8,1,0.7871172435800315,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,0-6 months,Churned
1403-GYAFU,Male,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1360.25,0,0.001674057956296,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
7641-TQFHN,Male,0,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,100.55,3895.35,0,0.1064851079078638,Predicted stay,Low,Standard engagement,Offer online security bundle,Not targeted,Not target,25-48 months,Stayed
4237-CLSMM,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,38.0,0,0.1908929045111726,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Stayed
4360-PNRQB,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.6,1395.05,0,0.5449485627911076,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Offer online security bundle,Standard priority,Target,13-24 months,Stayed
5334-AFQJB,Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1789.9,0,0.0045496724483087,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
9308-ANMVE,Male,0,No,Yes,47,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.3,2654.05,0,0.0731806346987122,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Promote automatic payment,Not targeted,Not target,25-48 months,Stayed
3530-VWVGU,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,400.3,0,0.06621445895771,Predicted stay,Low,Standard engagement,Offer contract migration incentive,Not targeted,Not target,13-24 months,Stayed
4674-HGNUA,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,6457.15,0,0.0093993474267097,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
3030-YDNRM,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,572.45,0,0.717721347883594,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,7-12 months,Stayed
3642-BYHDO,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1389.35,0,0.0016192843608624,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
0440-UEDAI,Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),94.45,5042.75,0,0.1098449808827694,Predicted stay,Low,Standard engagement,Offer online security bundle,Not targeted,Not target,45-72 months,Stayed
9819-FBNSV,Male,1,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.25,2575.45,0,0.3220343833668744,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Offer online security bundle,Not targeted,Not target,25-48 months,Stayed
9289-LBQVU,Male,0,Yes,No,64,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,70.15,4480.7,0,0.0400857168436296,Predicted stay,Low,Standard engagement,Offer online security bundle,Not targeted,Not target,45-72 months,Stayed
4468-YDOVK,Male,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,0,0.2725589444117745,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Stayed
2001-EWBQU,Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,104.7,6333.8,0,0.1290374970271049,Predicted stay,Low,Standard engagement,Promote automatic payment; Offer online security bundle,Not targeted,Not target,45-72 months,Stayed
9992-UJOEL,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.3,92.75,0,0.3842909540958744,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,Standard priority,Target,0-6 months,Stayed
8409-WQJUX,Female,0,No,No,25,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.2,1423.15,0,0.2166861679816923,Predicted stay,Moderate,Preventative engagement,Promote automatic payment; Offer online security bundle,Not targeted,Not target,25-48 months,Stayed
3077-RSNTJ,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,0,0.1342959180908474,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Stayed
6993-YCOBK,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.6,6586.85,0,0.0885886026045589,Predicted stay,Low,Standard engagement,Promote automatic payment,Not targeted,Not target,45-72 months,Stayed
4817-VYYWS,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,2983.8,1,0.6416806968803691,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle,High priority,Target,25-48 months,Churned
4702-HDRKD,Male,0,No,No,67,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),49.35,3321.35,0,0.0249256558096229,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
3251-YMVWZ,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.05,1301.9,0,0.0138959047407184,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
4190-MFLUW,Female,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,528.35,1,0.153331920327519,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,Not targeted,Not target,7-12 months,Churned
4678-DVQEO,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.2,52.2,1,0.3893018396548492,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,Standard priority,Target,0-6 months,Churned
4701-AHWMW,Male,0,Yes,No,55,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.55,2978.3,1,0.1452382737626453,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Offer online security bundle,Not targeted,Not target,45-72 months,Churned
2987-BJXIK,Female,0,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,84.7,5991.05,0,0.0171022833295019,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
1730-VFMWO,Female,0,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,0,0.086625330677733,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Offer online security bundle,Not targeted,Not target,25-48 months,Stayed
1936-UAFEH,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,7279.35,0,0.0356778595999139,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
5140-FOMCQ,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.15,6557.75,0,0.1765715046347103,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
8778-LMWTJ,Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,708.2,0,0.5452080257652065,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Promote automatic payment; Provide proactive onboarding outreach,Standard priority,Target,7-12 months,Stayed
9840-DVNDC,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.5,463.05,1,0.6202478990390399,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,0-6 months,Churned
8033-VCZGH,Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.95,5231.3,0,0.3169069118356076,Predicted stay,Moderate,Preventative engagement,Promote automatic payment,Not targeted,Not target,45-72 months,Stayed
8580-QVLOC,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.45,6440.25,1,0.0085761249320247,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Churned
6128-AQBMT,Male,1,Yes,No,41,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.95,2215.4,0,0.3853123084125747,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Promote automatic payment; Offer online security bundle,Standard priority,Target,25-48 months,Stayed
6257-RJOHI,Male,0,No,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.8,202.3,0,0.316257522048518,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Stayed
1929-ZCBHE,Male,0,Yes,Yes,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,40.3,1794.8,0,0.0305112058387685,Predicted stay,Low,Standard engagement,Promote automatic payment,Not targeted,Not target,25-48 months,Stayed
